,number,title_x,whites,reds,blues,greens,yellows,magentas,blacks,overlaps,density,texture,drips,words,characters,loneliness,hiding,peace_and_harmony,knowledge_and_empathy,secrets,friendship,dreams,pride,art,crypto,questions,money,drink,profanity,weight,rank_whites,rank_reds,rank_blues,rank_greens,rank_yellows,rank_magentas,rank_blacks,rank_overlaps,rank_density,rank_texture,rank_drips,rank_words,rank_characters,rank_weight,days_since_0714,title_y,usd,date,image,correlation,log_usd
69,308,Seen the way,0.386999,0.173967,0.163308,0.10896,0.090593,0.070478,0.005696,0.540979,0.361809,0.566048,0.556176,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76,6952,7847,6385,1445,1190,6770,734,5584,1953,5105,8537,1077,977,7277,702 days ago,Seen the way,10308,08/11/2021,308,0.8912990165159955,9.240675571772256
70,310,Some girl dreams,0.396228,0.163424,0.166921,0.110617,0.089134,0.068859,0.004818,0.542709,0.449309,0.477876,0.44565,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,8288,2532,7438,1908,848,5770,326,5655,3778,2315,5387,1077,2877,4770,705 days ago,Some girl dreams,9421,08/08/2021,310,0.8987033225659947,9.150696519048667
71,314,A joke,0.411112,0.168275,0.158308,0.09567,0.091366,0.070705,0.004565,0.472688,0.389115,0.567577,0.469278,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51,9575,4962,4744,23,1459,6907,235,3172,2393,5157,6233,167,53,8869,683 days ago,A joke,47000,08/30/2021,314,0.8343109771920277,10.757902880692196
72,315,The people still call you names,0.360307,0.16049,0.16649,0.122645,0.103164,0.07205,0.014853,0.42907,0.623188,0.656405,0.437875,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,2437,1625,7332,6228,7462,7728,7724,1915,8614,7917,5131,8063,9267,6441,556 days ago,The people still call you names,17789,01/04/2022,315,0.8886737479469439,9.78633556772527
73,319,Doesn't really work yet,0.365442,0.16888,0.163998,0.115274,0.099525,0.072946,0.013935,0.422395,0.541909,0.534978,0.370274,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,3244,5298,6626,3481,5779,8181,6887,1756,6647,4062,2763,6140,6953,2076,662 days ago,Doesn't really work yet,29237,09/20/2021,319,0.9086793030976942,10.283190309420853
74,321,I'm free,0.408897,0.165861,0.159568,0.100702,0.09078,0.068844,0.00535,0.597503,0.341977,0.558087,0.477351,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17,9468,3667,5199,191,1252,5758,574,7398,1680,4868,6517,1077,163,3091,365 days ago,I'm free,8750,07/14/2022,321,0.8602411775392509,9.07680897935166
75,327,Till tomorrow it must grow,0.392578,0.170328,0.163377,0.109629,0.08978,0.069948,0.00436,0.570169,0.572612,0.664477,0.560149,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59,7787,6132,6411,1617,983,6457,162,6578,7504,8104,8594,6140,8142,6890,702 days ago,Till tomorrow it must grow,10296,08/11/2021,327,0.8520286259549401,9.239510749275963
76,341,Damages of record,0.379421,0.181926,0.166377,0.100816,0.088951,0.072457,0.010051,0.416515,0.578544,0.711972,0.443464,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56,5664,9753,7299,196,811,7937,3048,1636,7648,9009,5309,1077,3491,4014,686 days ago,Damages of record,33694,08/27/2021,341,0.9064823467031398,10.425075058946149
77,343,Clear love for ourselves,0.375459,0.172043,0.186014,0.101286,0.092585,0.067437,0.005176,0.418359,0.429487,0.514681,0.522707,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,4968,7012,9832,226,1883,4897,482,1671,3257,3399,7838,3458,7433,9001,357 days ago,Clear love for ourselves,9511,07/22/2022,343,0.9059900237262988,9.160204302482386
78,344,Here comes healing,0.376649,0.18451,0.165417,0.105049,0.085044,0.072836,0.010496,0.395344,0.558007,0.691538,0.607667,3,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.61,5180,9916,7032,673,333,8135,3395,1245,7105,8665,9265,1077,4129,4138,561 days ago,Here comes healing,29112,12/30/2021,344,0.9053041017872578,10.278905739291996
79,346,This game - meaning so much to me,0.385133,0.173893,0.158553,0.110305,0.08807,0.072731,0.011316,0.455076,0.498455,0.659051,0.53459,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47,6648,7814,4827,1809,658,8094,4132,2634,5247,7986,8117,9152,9524,6552,714 days ago,This game - meaning so much to me,7500,07/30/2021,346,0.9207790212897528,8.922658299524402
80,348,Pimp my words,0.38704,0.177404,0.166586,0.100868,0.085782,0.072175,0.010145,0.374656,0.546669,0.675599,0.594666,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,6966,9034,7358,201,384,7785,3120,906,6782,8354,9103,1077,1339,3610,700 days ago,Pimp my words,11220,08/13/2021,348,0.8953224343810072,9.325453179076687
81,350,For every bar you dance,0.380654,0.180688,0.160253,0.107802,0.089377,0.069018,0.012208,0.469847,0.625351,0.763394,0.546174,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59,5862,9618,5432,1175,901,5869,5062,3075,8652,9568,8344,6140,6953,6890,362 days ago,For every bar you dance,8000,07/17/2022,350,0.9318799835972246,8.987196820661973
82,351,So now we belong here,0.368057,0.175898,0.178771,0.103571,0.103722,0.064197,0.005783,0.445221,0.516752,0.593966,0.480475,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11,3696,8575,9469,457,7702,2908,784,2344,5883,6039,6613,6140,5917,5494,714 days ago,So now we belong here,6666,07/30/2021,351,0.9128985081563106,8.804775258867686
83,352,You're all alone,0.390773,0.177304,0.150358,0.111757,0.090095,0.066391,0.013323,0.3481,0.482836,0.573948,0.58205,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,7525,9009,2215,2246,1057,4232,6239,559,4764,5367,8933,3458,2877,1569,142 days ago,You're all alone,4873,02/22/2023,352,0.8915807735784163,8.491465042843506
84,354,My love is in the clothes,0.380657,0.17865,0.15571,0.110509,0.087265,0.076079,0.01113,0.375753,0.569259,0.698663,0.70222,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04,5863,9294,3851,1872,545,9332,3979,922,7414,8807,9827,8063,7791,5302,538 days ago,My love is in the clothes,12026,01/22/2022,354,0.924128633776837,9.394826251599515
85,358,Search through every corner,0.383283,0.173311,0.167352,0.111568,0.087214,0.072207,0.005065,0.579132,0.493915,0.544824,0.55674,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.57,6311,7571,7546,2188,535,7817,435,6866,5103,4420,8549,3458,8434,182,652 days ago,Search through every corner,31332,09/30/2021,358,0.9231431291049066,10.352395218487128
86,364,The womb of a gentleman,0.358138,0.173845,0.168826,0.114448,0.105797,0.071418,0.007528,0.595441,0.508669,0.556468,0.499285,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,2138,7800,7912,3169,8323,7352,1542,7336,5584,4822,7184,6140,6953,5985,705 days ago,The womb of a gentleman,8360,08/08/2021,364,0.918206069192461,9.031213706078747
87,370,Inspiration in the sky,0.383044,0.170207,0.165169,0.11584,0.092476,0.067341,0.005924,0.568377,0.512578,0.514584,0.443438,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,6270,6063,6961,3673,1847,4825,853,6518,5731,3396,5307,3458,6464,2929,699 days ago,Inspiration in the sky,14500,08/14/2021,370,0.9236805277834776,9.581903928408666
88,371,Now come to finish,0.366641,0.172579,0.173267,0.119045,0.090716,0.070981,0.006771,0.547336,0.35896,0.580062,0.566324,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45,3449,7255,8779,4913,1230,7074,1217,5820,1904,5585,8700,3458,4129,1782,712 days ago,Now come to finish,11000,08/01/2021,371,0.9204649213213616,9.305650551780507
89,374,You’re going to stay here forever,0.382867,0.178336,0.163358,0.110227,0.086814,0.06835,0.010048,0.366799,0.490469,0.540863,0.553008,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98,6230,9243,6402,1793,481,5446,3042,786,4999,4277,8474,9152,9524,1172,448 days ago,You’re going to stay here forever,8969,04/22/2022,374,0.9076348921204695,9.101529466118004
90,380,But this is its own story,0.359138,0.174198,0.179606,0.115128,0.097786,0.06762,0.006524,0.619922,0.553898,0.732624,0.590703,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.98,2269,7928,9525,3431,4799,5002,1106,7969,6983,9270,9043,8063,7791,5120,363 days ago,But this is its own story,7864,07/16/2022,380,0.9352229320028096,8.970050661827003
91,385,I had to know,0.387742,0.183353,0.149943,0.106869,0.091862,0.067598,0.012633,0.450722,0.644583,0.704147,0.520814,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,7093,9853,2095,985,1622,4986,5542,2492,8918,8902,7792,3458,1339,7796,687 days ago,I had to know,29900,08/26/2021,385,0.9171768246889432,10.305613759378778
92,389,That’s not our fault,0.358214,0.182626,0.173814,0.11297,0.093535,0.07255,0.006292,0.525605,0.542461,0.602705,0.532993,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.51,2144,9803,8877,2641,2358,7984,1003,5030,6667,6352,8076,6140,5346,6679,371 days ago,That’s not our fault,8900,07/08/2022,389,0.9310863805034788,9.093806555720231
93,391,Who’s really the king,0.401461,0.16548,0.164568,0.102061,0.092037,0.069326,0.005068,0.428572,0.391319,0.54348,0.419911,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.61,8888,3472,6797,289,1686,6072,439,1909,2437,4372,4478,6140,5917,6937,549 days ago,Who’s really the king,17127,01/11/2022,391,0.8880197961198862,9.748411444632369
94,394,From: Young Voices,0.382039,0.162212,0.149007,0.116068,0.105754,0.068638,0.016283,0.532816,0.488701,0.635781,0.391658,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,6088,2080,1846,3772,8307,5623,8713,5311,4949,7375,3477,1077,4129,3610,692 days ago,From: Young Voices,28268,08/21/2021,394,0.9337624259391496,10.249485701810745
95,396,Down under the land of hollies,0.388344,0.175255,0.160871,0.109156,0.088168,0.066229,0.011977,0.408811,0.359417,0.616389,0.583072,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.89,7189,8346,5627,1500,680,4114,4805,1469,1912,6792,8947,8063,9109,2500,413 days ago,Down under the land of hollies,8248,05/27/2022,396,0.9068883648403014,9.017726025696795
96,403,"Green here, yellow there",0.383228,0.181855,0.157532,0.107625,0.088237,0.070334,0.011187,0.420624,0.605771,0.701634,0.436732,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,6300,9743,4468,1141,691,6675,4016,1716,8283,8861,5086,3458,7433,7884,504 days ago,"Green here, yellow there",9192,02/25/2022,403,0.8998619326543142,9.126088819528592
97,405,Made to sound rock'n'roll,0.385653,0.179026,0.158171,0.107088,0.090482,0.068248,0.011331,0.395837,0.66261,0.704656,0.457451,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,6726,9367,4701,1033,1149,5389,4148,1256,9161,8908,5818,6140,7791,8633,714 days ago,Made to sound rock'n'roll,7000,07/30/2021,405,0.9336448603602,8.85366542803745
98,408,I'm coming home,0.388861,0.183509,0.158862,0.10115,0.085918,0.071965,0.009735,0.440602,0.58985,0.742932,0.538073,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.17,7256,9862,4949,213,397,7675,2802,2216,7923,9392,8187,3458,2291,5695,674 days ago,I'm coming home,40508,09/08/2021,408,0.8934275177416326,10.609254764452176
99,412,Much darker tomorrow,0.388977,0.167945,0.170175,0.110001,0.088593,0.06921,0.005099,0.47816,0.454481,0.622011,0.455275,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53,7288,4742,8221,1733,746,5991,452,3337,3925,6966,5749,1077,5346,8899,698 days ago,Much darker tomorrow,35809,08/15/2021,412,0.8909258531474119,10.485954537441994
100,416,Across the town,0.385182,0.172864,0.166199,0.111236,0.09054,0.068477,0.005502,0.772454,0.451905,0.652422,0.455898,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55,6659,7386,7259,2084,1165,5522,642,9791,3862,7801,5776,1077,2291,1931,714 days ago,Across the town,7500,07/30/2021,416,0.9212394671688052,8.922658299524402
101,418,And I wasn't there at the wedding,0.374986,0.172761,0.171683,0.112459,0.091217,0.070756,0.006138,0.514204,0.424137,0.501336,0.519223,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65,4878,7337,8523,2480,1398,6941,942,4613,3128,2989,7748,9674,9524,4250,699 days ago,And I wasn't there at the wedding,14418,08/14/2021,418,0.9315413279867616,9.576232704964523
102,422,It is called earth,0.369986,0.180288,0.167067,0.111741,0.093769,0.07127,0.005878,0.597459,0.496223,0.614365,0.38363,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,4028,9560,7475,2241,2496,7261,827,7395,5195,6733,3184,3458,4129,9619,141 days ago,It is called earth,5890,02/23/2023,422,0.9038201602077812,8.681011276645632
103,423,It’s a pretty girl in a dirty hotel,0.386192,0.17074,0.165111,0.113468,0.088402,0.070004,0.006082,0.452431,0.514147,0.549603,0.467651,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,6809,6337,6942,2835,715,6474,917,2553,5778,4592,6179,9892,9724,3374,713 days ago,It’s a pretty girl in a dirty hotel,8000,07/31/2021,423,0.9311724341095255,8.987196820661973
104,424,It came out his skin and talked to me,0.402457,0.166039,0.1619,0.106902,0.089135,0.067732,0.005835,0.540908,0.525426,0.573943,0.401673,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01,8976,3753,5962,995,849,5073,811,5580,6149,5365,3839,9892,9849,2738,687 days ago,It came out his skin and talked to me,39986,08/26/2021,424,0.9144464380431752,10.596284671831778
105,439,Down by law,0.370369,0.184261,0.159402,0.116869,0.096628,0.067281,0.00519,0.532297,0.552006,0.502309,0.406998,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.71,4096,9903,5119,4060,4083,4791,490,5283,6927,3023,4031,1077,687,4413,443 days ago,Down by law,9241,04/27/2022,439,0.929125426919907,9.13140538388804
106,441,Laughing at the static,0.378567,0.171354,0.173097,0.110985,0.092908,0.067081,0.006007,0.694268,0.675009,0.778463,0.454932,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.58,5513,6647,8747,2000,2031,4655,887,9234,9302,9660,5737,3458,6464,6862,239 days ago,Laughing at the static,6929,11/17/2022,441,0.9176475997732636,8.843470781627381
107,447,Turn me back,0.380653,0.167102,0.175162,0.108573,0.092639,0.070443,0.005429,0.554381,0.498744,0.479796,0.462265,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76,5861,4291,9087,1361,1912,6744,603,6051,5253,2367,5984,1077,977,958,707 days ago,Turn me back,7882,08/06/2021,447,0.9296899962236632,8.97233695775495
108,453,I don't know why you are here,0.383734,0.168323,0.171474,0.109328,0.093425,0.068841,0.004876,0.644811,0.53429,0.713008,0.55612,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,6408,4993,8478,1550,2293,5755,355,8486,6433,9014,8535,9674,8904,5383,695 days ago,I don't know why you are here,22500,08/18/2021,453,0.9337036923279586,10.021270588192511
109,454,Pictures of them falling apart,0.359353,0.167776,0.182019,0.116549,0.096858,0.071774,0.005671,0.789776,0.60449,0.765604,0.476514,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02,2298,4660,9667,3941,4228,7562,727,9841,8260,9586,6483,6140,9109,2762,148 days ago,Pictures of them falling apart,4637,02/16/2023,454,0.9276922062978428,8.441822884391462
110,458,Slow motion,0.357043,0.166366,0.184388,0.110151,0.100533,0.074972,0.006547,0.532584,0.414849,0.628404,0.498122,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,1993,3925,9787,1766,6324,8995,1113,5300,2904,7165,7161,167,687,2076,686 days ago,Slow motion,32999,08/27/2021,458,0.9241008221398116,10.404232536959167
111,464,The quiet that fills my body,0.378779,0.172987,0.183499,0.098549,0.089211,0.07118,0.005796,0.457305,0.503676,0.563236,0.506628,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56,5551,7429,9749,86,867,7199,790,2696,5412,5023,7417,8063,8709,4014,541 days ago,The quiet that fills my body,14819,01/19/2022,464,0.9104721465444792,9.603665420190179
112,468,Set you free,0.370068,0.168959,0.179921,0.106564,0.093564,0.075433,0.00549,0.511637,0.562089,0.582253,0.452698,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88,4038,5341,9546,926,2368,9150,635,4509,7220,5657,5669,1077,977,7562,714 days ago,Set you free,10707,07/30/2021,468,0.905476860434729,9.27865301215827
113,472,A way of life,0.34522,0.17749,0.17443,0.11411,0.105871,0.077118,0.005762,0.723115,0.652666,0.746458,0.560505,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.81,945,9060,8983,3063,8346,9564,768,9524,9047,9425,8599,3458,1339,4671,696 days ago,A way of life,27527,08/17/2021,472,0.9260577469397384,10.222922620168259
114,475,Going crazy,0.364894,0.169187,0.177072,0.116759,0.093269,0.072663,0.006156,0.633695,0.560524,0.619365,0.501361,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02,3154,5462,9305,4017,2214,8054,947,8263,7175,6879,7245,167,687,367,684 days ago,Going crazy,40100,08/29/2021,475,0.9316089874574977,10.599131613294661
115,487,You go down my broken path,0.368201,0.171468,0.17533,0.105488,0.094485,0.079714,0.005313,0.611224,0.610291,0.676721,0.480234,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,3719,6711,9109,743,2873,9876,562,7762,8374,8378,6605,8063,8142,4988,550 days ago,You go down my broken path,13326,01/10/2022,487,0.9226675370710404,9.497472293122483
116,488,Rise of the king,0.379889,0.171149,0.171,0.11218,0.091713,0.069685,0.004383,0.678375,0.611381,0.655625,0.341401,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.98,5727,6530,8388,2385,1576,6294,172,9005,8393,7893,1924,3458,2877,2683,392 days ago,Rise of the king,8782,06/17/2022,488,0.8949947846009029,9.080459451121662
117,493,My daughter,0.387971,0.169009,0.165463,0.110564,0.093471,0.068913,0.004609,0.698714,0.617466,0.598607,0.39706,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93,7126,5372,7045,1892,2317,5808,247,9284,8499,6217,3665,167,687,2589,714 days ago,My daughter,9490,07/30/2021,493,0.8879358514905696,9.157993891603974
118,496,It never leaves me,0.38694,0.165982,0.160726,0.111496,0.096349,0.072685,0.005822,0.734322,0.559207,0.616421,0.430709,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86,6940,3727,5577,2166,3934,8067,802,9599,7141,6793,4859,3458,4129,4796,353 days ago,It never leaves me,7950,07/26/2022,496,0.9103400691177088,8.980927207648378
119,497,Made me feel,0.375675,0.175159,0.170174,0.113449,0.090184,0.070915,0.004444,0.63184,0.56621,0.512321,0.416193,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.56,5001,8321,8220,2828,1079,7041,185,8226,7334,3330,4356,1077,977,778,714 days ago,Made me feel,6749,07/30/2021,497,0.9130884464960372,8.817149624743406
120,499,Welcome to the crazy lands,0.351048,0.17651,0.172199,0.123605,0.098663,0.0721,0.005876,0.490216,0.438226,0.688541,0.623311,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44,1411,8759,8613,6572,5279,7753,826,3749,3467,8609,9396,6140,8142,1769,364 days ago,Welcome to the crazy lands,8892,07/15/2022,499,0.9124099964757412,9.092907275084087
121,500,Good morning,0.37214,0.173747,0.169786,0.109774,0.096052,0.073396,0.005106,0.516701,0.474942,0.42527,0.503143,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.14,4381,7751,8140,1664,3768,8394,459,4703,4524,1239,7305,167,977,431,613 days ago,Good morning,23900,11/08/2021,500,0.912349754880542,10.081633737919603
122,507,Doesn't get much worse,0.357769,0.168491,0.168874,0.13049,0.0981,0.067786,0.008489,0.47599,0.492389,0.346347,0.370414,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61,2087,5087,7919,8500,4979,5112,2057,3262,5059,450,2765,6140,6464,192,358 days ago,Doesn't get much worse,8900,07/21/2022,507,0.870205187871853,9.093806555720231
123,512,Clear my mind,0.380699,0.149942,0.132368,0.132605,0.121596,0.062545,0.020245,0.327071,0.574847,0.511196,0.438109,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38,5868,398,77,8935,9743,2165,9806,376,7570,3289,5141,1077,1339,1685,539 days ago,Clear my mind,16626,01/21/2022,512,0.8566794477552298,9.718723014091033
124,518,Pretty sweet place,0.358831,0.174372,0.169775,0.117569,0.097618,0.072827,0.009008,0.461324,0.526272,0.478166,0.480287,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95,2229,8009,8136,4321,4702,8131,2342,2824,6180,2325,6609,1077,4129,7721,675 days ago,Pretty sweet place,39000,09/07/2021,518,0.8982468079968341,10.571316925111784
125,520,All of my free time,0.365369,0.173281,0.166688,0.113666,0.098826,0.073573,0.008595,0.489783,0.561142,0.544541,0.40062,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17,3232,7558,7382,2903,5391,8479,2115,3730,7194,4407,3791,6140,4761,3091,460 days ago,All of my free time,12495,04/10/2022,520,0.8982999215458746,9.433083843269053
126,522,Know the only way you know,0.354291,0.177173,0.165525,0.120244,0.10256,0.072029,0.008178,0.487198,0.456829,0.468904,0.4914,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,1701,8962,7063,5364,7217,7715,1868,3636,3982,2089,6969,8063,8142,9180,171 days ago,Know the only way you know,4521,01/24/2023,522,0.9020061239872316,8.416488487294606
127,525,Grandfathered to the gang,0.348681,0.176445,0.172382,0.126487,0.097372,0.070618,0.008015,0.535619,0.494696,0.401065,0.444082,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,1195,8742,8645,7454,4563,6857,1784,5395,5143,905,5325,3458,7791,6070,371 days ago,Grandfathered to the gang,8013,07/08/2022,525,0.9008668250008244,8.98882050177807
128,528,I don't know why,0.361609,0.167862,0.170546,0.124035,0.102477,0.0667,0.006772,0.682123,0.589965,0.531649,0.404976,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,2624,4698,8291,6714,7188,4408,1219,9068,7927,3956,3959,6140,2877,2514,704 days ago,I don't know why,8888,08/09/2021,528,0.9024175059391956,9.092457331319466
129,529,I hate having to be alone,0.366057,0.163964,0.172181,0.120411,0.103432,0.064051,0.009904,0.581083,0.441855,0.338235,0.392323,6,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21,3352,2755,8609,5423,7578,2840,2947,6928,3576,411,3497,8063,7791,94,438 days ago,I hate having to be alone,9839,05/02/2022,529,0.8365462688217639,9.194109358865765
130,530,Shiver in my song,0.367705,0.165541,0.171283,0.115005,0.106042,0.066106,0.008318,0.404206,0.41602,0.358587,0.391237,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.13,3625,3505,8439,3375,8394,4032,1955,1400,2934,529,3459,3458,3491,5564,698 days ago,Shiver in my song,31500,08/15/2021,530,0.887012382150499,10.357742824813725
131,531,Love is made on the ground,0.364827,0.171851,0.175208,0.113345,0.096744,0.06978,0.008246,0.490649,0.482159,0.473683,0.469024,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,3139,6921,9096,2781,4159,6349,1905,3764,4743,2213,6224,8063,8142,2390,698 days ago,Love is made on the ground,42611,08/15/2021,531,0.8876557356968716,10.659867714887898
132,535,Morning clouds,0.374875,0.147557,0.133786,0.136191,0.122584,0.063988,0.02102,0.519238,0.601129,0.508856,0.339048,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.11,4860,322,106,9462,9805,2797,9877,4792,8187,3214,1856,167,1761,2964,686 days ago,Morning clouds,38500,08/27/2021,535,0.8332549610060512,10.558413520275876
133,536,All of them outside,0.372694,0.164932,0.166447,0.122776,0.09779,0.066484,0.008877,0.717668,0.551103,0.51744,0.443711,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.06,4483,3199,7322,6288,4805,4289,2263,9487,6902,3498,5315,3458,4761,1276,712 days ago,All of them outside,7949,08/01/2021,536,0.8623557954693842,8.980801413573113
134,537,To drag yourself away,0.379668,0.164387,0.1653,0.116378,0.097369,0.068662,0.008236,0.604488,0.62928,0.562351,0.440065,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,5700,2943,7005,3882,4560,5633,1897,7580,8708,4998,5205,3458,5917,1431,537 days ago,To drag yourself away,12565,01/23/2022,537,0.8826948929354005,9.438670449977693
135,538,You’ll find me in a restaurant,0.356935,0.174891,0.169832,0.11904,0.103159,0.067562,0.00858,0.622007,0.588851,0.547618,0.484911,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.22,1978,8220,8151,4911,7459,4960,2103,8017,7902,4519,6755,9152,9109,5836,692 days ago,You’ll find me in a restaurant,27530,08/21/2021,538,0.8477473853747414,10.223031598136654
136,539,Giving you no love,0.362612,0.169623,0.165818,0.122433,0.099362,0.071585,0.008567,0.514707,0.582387,0.518336,0.446089,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,2788,5732,7160,6151,5695,7456,2095,4634,7738,3531,5405,3458,4129,4770,571 days ago,Giving you no love,14504,12/20/2021,539,0.8775490309444194,9.582179752434687
